,,,,,,,,
,id,accountId,createdAt,updatedAt,expenses,grossProfit,grossRevenue,netProfit
,01JMK81H25K4HM0S9QA2FXPS0Z,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-21 03:15:27.942,2025-02-21 03:15:27.942,116731,0,0,-116731
,01JMK81JEAP56J2NK4Q8QY4P3P,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-21 03:15:29.356,2025-02-21 03:15:29.356,116731,0,0,-116731
,01JMK81KM1DJ4JNNFW699S5EWV,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-21 03:15:30.562,2025-02-21 03:15:30.562,116731,0,0,-116731
,01JMK81MQMPNMA4GQA224PZW82,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-21 03:15:31.701,2025-02-21 03:15:31.701,116731,0,0,-116731
,01JMK81NVV4052GBCYWKE7W4YS,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-21 03:15:32.861,2025-02-21 03:15:32.861,116731,0,0,-116731
,01JMK81Q19CTZ670H9ANQ5KNXF,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-21 03:15:34.059,2025-02-21 03:15:34.059,116731,0,0,-116731
,01JMK81R69ATT2VGZVWDGKH534,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-21 03:15:35.242,2025-02-21 03:15:35.242,116731,0,0,-116731
,01JMK81S9TYV4WFAS1NNYJPY7S,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-21 03:15:36.379,2025-02-21 03:15:36.379,116731,0,0,-116731
,01JMK81TK238WT1CGR637CW8JB,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-21 03:15:37.699,2025-02-21 03:15:37.699,116731,0,0,-116731
,01JMK81VQV4P32PJDQY213920T,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-21 03:15:38.876,2025-02-21 03:15:38.876,116731,0,0,-116731
,01JMZF0PT0PHTZHXTT8S724AJY,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-25 21:08:14.274,2025-02-25 21:08:14.274,116731,0,0,-116731
,01JMZF0PT6PX8QHPKJKJV6V715,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-25 21:08:14.28,2025-02-25 21:08:14.28,116731,0,0,-116731
,01JMZF0R052JYTG4B7XAZWNTJJ,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-25 21:08:15.494,2025-02-25 21:08:15.494,116731,0,0,-116731
,01JMZF0R0MV7M3KACHNF18BYKP,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-25 21:08:15.51,2025-02-25 21:08:15.51,116731,0,0,-116731
,01JMZF0S8E83XF6E3JKFNVTPMZ,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-25 21:08:16.783,2025-02-25 21:08:16.783,116731,0,0,-116731
,01JMZF0S9FN1Q8H2MHYNDMBG3D,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-25 21:08:16.817,2025-02-25 21:08:16.817,116731,0,0,-116731
,01JMZF0TD1ZZ94G27TKEPBRX6S,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-25 21:08:17.956,2025-02-25 21:08:17.956,116731,0,0,-116731
,01JMZF0TFJ0JDC6E76S9M90KY4,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-25 21:08:18.036,2025-02-25 21:08:18.036,116731,0,0,-116731
,01JMZF0VQGQXVKGRX2YB16KF8W,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-25 21:08:19.314,2025-02-25 21:08:19.314,116731,0,0,-116731
,01JMZF0VSX9JTC9T39CSYHG9BH,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-25 21:08:19.39,2025-02-25 21:08:19.39,116731,0,0,-116731
,01JMZF0X2BESFS4D82GD0B23ZX,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-25 21:08:20.684,2025-02-25 21:08:20.684,116731,0,0,-116731
,01JMZF0X6428N30RBA7E7T7833,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-25 21:08:20.886,2025-02-25 21:08:20.886,116731,0,0,-116731
,01JMZF0Y9CY0GH916GH5KK6WRN,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-25 21:08:21.933,2025-02-25 21:08:21.933,116731,0,0,-116731
,01JMZF0YP7F3C5GP3V5A3F1Y58,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-25 21:08:22.345,2025-02-25 21:08:22.345,116731,0,0,-116731
,01JMZF3T3F4G6060KBGQ0KPNEY,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-25 21:09:55.953,2025-02-25 21:09:55.953,116731,0,0,-116731
,01JMZF3VJDKXJYV2BNM71QPWQT,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-25 21:09:57.454,2025-02-25 21:09:57.454,116731,0,0,-116731
,01JMZF3X4B31GTKVC2NR8AXECC,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-25 21:09:59.053,2025-02-25 21:09:59.053,116731,0,0,-116731
,01JMZF3YZRDKJ8NBX7X859Y0T9,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-25 21:10:00.954,2025-02-25 21:10:00.954,116731,0,0,-116731
,01JMZF40V9MBVY24ZM5GR7FVG1,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-25 21:10:02.858,2025-02-25 21:10:02.858,116731,0,0,-116731
,01JMZF42GAXERDM2ZNQFQ5F59Z,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-25 21:10:04.556,2025-02-25 21:10:04.556,116731,0,0,-116731
,01JMZF448H8P4PCYNDZJ3AAAM7,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-25 21:10:06.354,2025-02-25 21:10:06.354,116731,0,0,-116731
,01JN2PDBE0PRD23CGNXXJ9N1P2,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-27 03:15:11.938,2025-02-27 03:15:11.938,116731,0,0,-116731
,01JN2PDCN3X6SV5NQXJXMCEDEE,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-27 03:15:13.188,2025-02-27 03:15:13.188,116731,0,0,-116731
,01JN2PDDRJGQCE5VC9M72EBRER,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-27 03:15:14.324,2025-02-27 03:15:14.324,116731,0,0,-116731
,01JN2PDEWPZQXE8Y9S3NW871V4,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-27 03:15:15.479,2025-02-27 03:15:15.479,116731,0,0,-116731
,01JN2PDG1XB694H734XV4P7XNE,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-27 03:15:16.67,2025-02-27 03:15:16.67,116731,0,0,-116731
,01JN2PDH6W5ASHJ1N6JRMQDBWS,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-27 03:15:17.853,2025-02-27 03:15:17.853,116731,0,0,-116731
,01JN2PDJBP7VAW0V2SZDAQKDCE,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-27 03:15:19.031,2025-02-27 03:15:19.031,116731,0,0,-116731
,01JN2PDKEQEYPAWRE5Q0RTG738,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-27 03:15:20.152,2025-02-27 03:15:20.152,116731,0,0,-116731
,01JN2PDMMDSSJ2Z5YEHQCEZXK4,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-27 03:15:21.358,2025-02-27 03:15:21.358,116731,0,0,-116731
,01JN2PDNR2QN89NPRTMME1K0FH,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-27 03:15:22.499,2025-02-27 03:15:22.499,116731,0,0,-116731
,01JN2PDPVYH16XE44JQTYFZ943,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-27 03:15:23.647,2025-02-27 03:15:23.647,116731,0,0,-116731
,01JN2PDR0CSPEY4GEZ78JFFVRK,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-27 03:15:24.813,2025-02-27 03:15:24.813,116731,0,0,-116731
,01JN2PDS7WAFWQ8AVQX9BZJEYG,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-27 03:15:26.077,2025-02-27 03:15:26.077,116731,0,0,-116731
,01JN2PDTFPGST5TZ5DYKRK37B7,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-27 03:15:27.351,2025-02-27 03:15:27.351,116731,0,0,-116731
,01JN58STZQASK7RWNEQX2A5GEE,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-28 03:15:04.312,2025-02-28 03:15:04.312,116731,0,0,-116731
,01JN58SWCP0PEKS5AD4MAVST60,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-28 03:15:05.751,2025-02-28 03:15:05.751,116731,0,0,-116731
,01JN58SXFWY7XR8A94PFA10B06,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-28 03:15:06.878,2025-02-28 03:15:06.878,116731,0,0,-116731
,01JN58SYKXBTFCS8S2M73DP135,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-28 03:15:08.03,2025-02-28 03:15:08.03,116731,0,0,-116731
,01JN58SZSPMB6H8VNX77M2DGD7,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-28 03:15:09.239,2025-02-28 03:15:09.239,116731,0,0,-116731
,01JN58T0WPQANSAQHV097C8JH2,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-28 03:15:10.359,2025-02-28 03:15:10.359,116731,0,0,-116731
,01JN58T216DNKC5M4DDKR0J2GC,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-28 03:15:11.527,2025-02-28 03:15:11.527,116731,0,0,-116731
,01JN58T348NTHJ8YN8HBPECNC7,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-28 03:15:12.649,2025-02-28 03:15:12.649,116731,0,0,-116731
,01JN58T4E4SXDWS88T87R26F2T,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-28 03:15:13.989,2025-02-28 03:15:13.989,116731,0,0,-116731
,01JN58T5HVT72G488KY5HQNT15,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-28 03:15:15.133,2025-02-28 03:15:15.133,116731,0,0,-116731
,01JN58T6PC725TGXTZHMTGC6H4,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-28 03:15:16.301,2025-02-28 03:15:16.301,116731,0,0,-116731
,01JN58T7SXERGHZZ55Z8RATDMM,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-28 03:15:17.438,2025-02-28 03:15:17.438,116731,0,0,-116731
,01JN58T8XZ3KG0MNYY2MDZ69VE,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-28 03:15:18.592,2025-02-28 03:15:18.592,116731,0,0,-116731
,01JN58TA1R4DEYXQT2BWBJRZ6Y,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-28 03:15:19.738,2025-02-28 03:15:19.738,116731,0,0,-116731
,01JNPTS9DZVCM12WA5DX9BWDET,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-06 22:56:26.057,2025-03-06 22:56:26.057,195391,-17449,297154,-212840
,01JNPTSAYS18J838F3EAD39GSE,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-06 22:56:27.611,2025-03-06 22:56:27.611,195391,-17449,297154,-212840
,01JNPTSCD5FHW6NSDNAXQZ6F3R,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-06 22:56:29.094,2025-03-06 22:56:29.094,195391,-17449,297154,-212840
,01JNPTSDR462KNH2ZZ8WC1J2DK,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-06 22:56:30.469,2025-03-06 22:56:30.469,195391,-17449,297154,-212840
,01JNPTSF34MKCM11GAG9F1VAFN,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-06 22:56:31.845,2025-03-06 22:56:31.845,195391,-17449,297154,-212840
,01JNPTSGDDQN1XESW02V0N3WA1,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-06 22:56:33.199,2025-03-06 22:56:33.199,195391,-17449,297154,-212840
,01JNPTSHTBQW7CDW9DHDJE6KC9,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-06 22:56:34.636,2025-03-06 22:56:34.636,195391,-17449,297154,-212840
,01JNPTSKC064DJ25HRGDCKHR49,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-06 22:56:36.225,2025-03-06 22:56:36.225,195391,-17449,297154,-212840
,01JNPTSN2AV1TPCQ69HQF290YF,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-06 22:56:38.033,2025-03-06 22:56:38.033,195391,-17449,297154,-212840
,01JNPTSPZWQE744EB7B91KDDQP,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-06 22:56:39.984,2025-03-06 22:56:39.984,195391,-17449,297154,-212840
,01JNPTSRVQ8GQA7CW1PNRCJ7CN,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-06 22:56:41.854,2025-03-06 22:56:41.854,195391,-17449,297154,-212840
,01JNPTSTKM4PPBEBTS7DJ8HC23,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-06 22:56:43.652,2025-03-06 22:56:43.652,195391,-17449,297154,-212840
,01JNPTSWMWTSEVNTFJ6BGRY4XT,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-06 22:56:46.417,2025-03-06 22:56:46.417,195391,-17449,297154,-212840
,01JNPTT1DPWEV161BX9M50HQF5,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-06 22:56:50.717,2025-03-06 22:56:50.717,195391,-17449,297154,-212840
,01JNQ9M5DYBY4MVW0ZSH5V08H7,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-07 03:15:46.762,2025-03-07 03:15:46.762,195391,-17449,297154,-212840
,01JNQ9M6TPG7CVYCQXBGVBA0F9,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-07 03:15:48.183,2025-03-07 03:15:48.183,195391,-17449,297154,-212840
,01JNQ9M8BM8ZVE7QR69M22JCD4,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-07 03:15:49.749,2025-03-07 03:15:49.749,195391,-17449,297154,-212840
,01JNQ9M9QJWKDSPWYDSYT78RYQ,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-07 03:15:51.155,2025-03-07 03:15:51.155,195391,-17449,297154,-212840
,01JNQ9MB2SCB6DD906X423SZ06,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-07 03:15:52.538,2025-03-07 03:15:52.538,195391,-17449,297154,-212840
,01JNQ9MCFKKZXMCFXV3ND6WCWS,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-07 03:15:53.972,2025-03-07 03:15:53.972,195391,-17449,297154,-212840
,01JNQ9MDTDZ2S071JZBANN7W1J,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-07 03:15:55.342,2025-03-07 03:15:55.342,195391,-17449,297154,-212840
,01JNQ9MF6FZ3M7FKP4B5Q82Q8P,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-07 03:15:56.752,2025-03-07 03:15:56.752,195391,-17449,297154,-212840
,01JNQ9MGJ5YFH0RDK2TTKNP435,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-07 03:15:58.158,2025-03-07 03:15:58.158,195391,-17449,297154,-212840
,01JNQ9MJ7Q3TY0FN7P8XKQVXQB,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-07 03:15:59.874,2025-03-07 03:15:59.874,195391,-17449,297154,-212840
,01JNQ9MM1779KR322Q047BC4FV,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-07 03:16:01.719,2025-03-07 03:16:01.719,195391,-17449,297154,-212840
,01JNQ9MNM5EJNM5NXY8V55S2JG,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-07 03:16:03.334,2025-03-07 03:16:03.334,195391,-17449,297154,-212840
,01JNQ9MQ06YCBZBFSSGNTXSMW0,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-07 03:16:04.743,2025-03-07 03:16:04.743,195391,-17449,297154,-212840
,01JNQ9MRE1VPNRWS51GE3KAEGJ,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-07 03:16:06.221,2025-03-07 03:16:06.221,195391,-17449,297154,-212840
,01JNSW336Z8P7SEE77FSCGJZ2E,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-08 03:16:59.324,2025-03-08 03:16:59.324,195391,-17449,297154,-212840
,01JNSW375MEJJDA82P7Q8W1157,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-08 03:17:04.334,2025-03-08 03:17:04.334,195391,-17449,297154,-212840
,01JNSW4VFFHB7ERS4VBV5PMAX7,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-08 03:18:00.48,2025-03-08 03:18:00.48,195391,-17449,297154,-212840
,01JNSW985X3YVP65G2HBVX91FY,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-08 03:20:20.989,2025-03-08 03:20:20.989,195391,-17449,297154,-212840
,01JNSW99YWDK3GMFCV1ZJ0K0DM,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-08 03:20:22.759,2025-03-08 03:20:22.759,195391,-17449,297154,-212840
,01JNSW9BM4V8RS8TPCJD9FX3JY,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-08 03:20:24.47,2025-03-08 03:20:24.47,195391,-17449,297154,-212840
,01JNSW9D47SG8QDHH6XA7FBVCP,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-08 03:20:25.996,2025-03-08 03:20:25.996,195391,-17449,297154,-212840
,01JNSW9EQC1PXDT3H15Z8S2WWA,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-08 03:20:27.642,2025-03-08 03:20:27.642,195391,-17449,297154,-212840
,01JNSW9GB9TGTF6VTQ9RHQRS68,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-08 03:20:29.305,2025-03-08 03:20:29.305,195391,-17449,297154,-212840
,01JNSW9HZHS4TAJQV0B61XRE92,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-08 03:20:30.973,2025-03-08 03:20:30.973,195391,-17449,297154,-212840
,01JNSW9N2TRTR8RKBXSMB0WQJS,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-08 03:20:34.144,2025-03-08 03:20:34.144,195391,-17449,297154,-212840
,01JNSW9PMX04VCPFJG2MM4W8QK,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-08 03:20:35.751,2025-03-08 03:20:35.751,195391,-17449,297154,-212840
,01JNSW9R2QAP11M0KM4Z3NXQNR,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-08 03:20:37.208,2025-03-08 03:20:37.208,195391,-17449,297154,-212840
,01JNSW9SDT40YPZ445J6WTHR1V,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-08 03:20:38.587,2025-03-08 03:20:38.587,195391,-17449,297154,-212840
,01JNSW9TRGN3K1PSZT58ZWYANM,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-08 03:20:39.953,2025-03-08 03:20:39.953,195391,-17449,297154,-212840
,01JNSW9W2JWEZDASN927HCCA5X,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-08 03:20:41.299,2025-03-08 03:20:41.299,195391,-17449,297154,-212840
,01JNSW9XEYBZE6R2350EDTRT5V,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-08 03:20:42.721,2025-03-08 03:20:42.721,195391,-17449,297154,-212840
,01JNSW9ZN5YX50J3YFC3RSKGZH,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-08 03:20:44.984,2025-03-08 03:20:44.984,195391,-17449,297154,-212840
,01JNSWA1C8933CHHWDHQKQBQW8,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-08 03:20:46.739,2025-03-08 03:20:46.739,195391,-17449,297154,-212840
,01JNSWA2Z2TQZJ0WZ59EWB761Z,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-08 03:20:48.359,2025-03-08 03:20:48.359,195391,-17449,297154,-212840
,01JNSWA4MMMQQQT7C56BMNEXC4,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-08 03:20:50.085,2025-03-08 03:20:50.085,195391,-17449,297154,-212840
,01JNSWA6C4E9MCADFD24KR7KRD,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-08 03:20:51.928,2025-03-08 03:20:51.928,195391,-17449,297154,-212840
,01JNSWA88BE0QQHQF03H1EVNDT,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-08 03:20:53.785,2025-03-08 03:20:53.785,195391,-17449,297154,-212840
,01JNSWAA1CKFFDM06TCQMEZZEV,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-08 03:20:55.61,2025-03-08 03:20:55.61,195391,-17449,297154,-212840
,01JNSWABRBM6E9YZ244A69QENB,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-08 03:20:57.368,2025-03-08 03:20:57.368,195391,-17449,297154,-212840
,01JNWEE1C82SWXEDHB00C6AYNF,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-09 03:16:01.065,2025-03-09 03:16:01.065,195391,-17449,297154,-212840
,01JNWEE35WXX6MHGBAPVGX0PA7,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-09 03:16:02.884,2025-03-09 03:16:02.884,195391,-17449,297154,-212840
,01JNWEE6090AD2Q39BX4RQE9A2,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-09 03:16:05.781,2025-03-09 03:16:05.781,195391,-17449,297154,-212840
,01JNWEE7H4C56ZG3NKD7QGW77Q,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-09 03:16:07.333,2025-03-09 03:16:07.333,195391,-17449,297154,-212840
,01JNWEE8YC30A62YG130X7W8HW,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-09 03:16:08.782,2025-03-09 03:16:08.782,195391,-17449,297154,-212840
,01JNWEEAA8EN9G69XSBR7R268C,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-09 03:16:10.185,2025-03-09 03:16:10.185,195391,-17449,297154,-212840
,01JNWEEE2XAWK54TC82RG0PBX2,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-09 03:16:14.046,2025-03-09 03:16:14.046,195391,-17449,297154,-212840
,01JNWEEFEQE8TN49VPE9FWNHCK,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-09 03:16:15.448,2025-03-09 03:16:15.448,195391,-17449,297154,-212840
,01JNWEEGSACQ6NHJSW4HFVHE7P,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-09 03:16:16.811,2025-03-09 03:16:16.811,195391,-17449,297154,-212840
,01JNWEEJ5KGSDVGRAD1FABABSE,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-09 03:16:18.228,2025-03-09 03:16:18.228,195391,-17449,297154,-212840
,01JNWEEKHQGZM5NTHW8W2E8153,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-09 03:16:19.64,2025-03-09 03:16:19.64,195391,-17449,297154,-212840
,01JNWEEMXT15QGV0NQT5X72T4W,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-09 03:16:21.051,2025-03-09 03:16:21.051,195391,-17449,297154,-212840
,01JNWEEQHW0BBWP054B0M92PQQ,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-09 03:16:23.749,2025-03-09 03:16:23.749,195391,-17449,297154,-212840
,01JNWEEVEB030MFFQ0ZV70WBS3,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-09 03:16:27.733,2025-03-09 03:16:27.733,195391,-17449,297154,-212840
,01JNWEEXX0WQXTK8Q3Z39N4J1D,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-09 03:16:30.242,2025-03-09 03:16:30.242,195391,-17449,297154,-212840
,01JNWEEZBZ6EC44VDQV09RZ8SE,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-09 03:16:31.744,2025-03-09 03:16:31.744,195391,-17449,297154,-212840
,01JNZ0TS11FCWJ1W6QXRX1GZ62,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-10 03:16:01.707,2025-03-10 03:16:01.707,195391,-17449,297154,-212840
,01JNZ0TTFKWT20V30NB3DQ79J3,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-10 03:16:03.188,2025-03-10 03:16:03.188,195391,-17449,297154,-212840
,01JNZ0TVY4M8YBMCPWJB7PKHCK,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-10 03:16:04.68,2025-03-10 03:16:04.68,195391,-17449,297154,-212840
,01JNZ0TXF1TFTPQ06CGDC1X9PK,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-10 03:16:06.242,2025-03-10 03:16:06.242,195391,-17449,297154,-212840
,01JNZ0TYW38CG04C2C0P0FHDNT,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-10 03:16:07.684,2025-03-10 03:16:07.684,195391,-17449,297154,-212840
,01JNZ0V079CS6M4BNJANKFNDQB,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-10 03:16:09.066,2025-03-10 03:16:09.066,195391,-17449,297154,-212840
,01JNZ0V1JF9JHAMZVZP1R8FVYG,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-10 03:16:10.449,2025-03-10 03:16:10.449,195391,-17449,297154,-212840
,01JNZ0V2YJW9B2BCFT1H68QMP3,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-10 03:16:11.859,2025-03-10 03:16:11.859,195391,-17449,297154,-212840
,01JNZ0V49Q81D6G8H139VJY8HQ,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-10 03:16:13.241,2025-03-10 03:16:13.241,195391,-17449,297154,-212840
,01JNZ0V5XTK4P0HTJSPW82A4JW,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-10 03:16:14.907,2025-03-10 03:16:14.907,195391,-17449,297154,-212840
,01JNZ0V9P43YE8NGBR3HBBZYF7,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-10 03:16:18.771,2025-03-10 03:16:18.771,195391,-17449,297154,-212840
,01JNZ0VC98XJQQSG00RS5SZDSS,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-10 03:16:21.418,2025-03-10 03:16:21.418,195391,-17449,297154,-212840
,01JNZ0VDMQ87S82XYXX8PV8B27,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-10 03:16:22.808,2025-03-10 03:16:22.808,195391,-17449,297154,-212840
,01JNZ0VF376BNHMAMAXH28V5BE,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-10 03:16:24.297,2025-03-10 03:16:24.297,195391,-17449,297154,-212840
,01JNZ0VGEPT893AN5ZXZNW5NPQ,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-10 03:16:25.687,2025-03-10 03:16:25.687,195391,-17449,297154,-212840
,01JNZ0VHR6BDCYE61NEP0WWTF1,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-10 03:16:27.015,2025-03-10 03:16:27.015,195391,-17449,297154,-212840
,01JP1K7XWT425ZNG79AAWGTB3Y,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-11 03:16:15.956,2025-03-11 03:16:15.956,195391,-17449,297154,-212840
,01JP1K7ZQST1RB2X4P458KS2Y7,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-11 03:16:17.798,2025-03-11 03:16:17.798,195391,-17449,297154,-212840
,01JP1K81GHZSNR26SHHFF06MH3,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-03-11 03:16:19.619,2025-03-11 03:16:19.619,195391,-17449,297154,-212840
